duration,balance,age,day,pdays,y
962,0,40,5,-1,0
10,1078,57,5,-1,0
118,155,56,5,-1,0
92,190,37,5,-1,0
143,319,59,5,-1,0
189,-185,39,5,-1,0
234,47,49,5,-1,0
75,570,38,5,-1,0
189,19,36,5,-1,0
621,61,50,5,-1,0
55,-62,41,5,-1,0
310,258,54,5,-1,0
156,76,58,5,-1,0
5,0,30,5,-1,0
225,352,33,5,-1,0
125,368,47,5,-1,0
2,339,50,5,-1,0
286,1331,32,5,-1,0
164,672,40,5,-1,0
98,58,37,5,-1,0
742,447,54,5,-1,0
226,423,24,5,-1,0
120,0,54,5,-1,0
362,19,34,5,-1,0
357,13,56,5,-1,0
200,3,31,5,-1,0
204,82,24,5,-1,0
126,28,42,5,-1,0
65,792,57,5,-1,0
107,408,42,5,-1,0
267,531,51,5,-1,0
248,211,57,5,-1,0
215,62,36,5,-1,0
209,257,53,5,-1,0
205,1234,50,5,-1,0
83,313,54,5,-1,0
106,89,55,5,-1,0
189,129,44,5,-1,0
105,0,43,5,-1,0
106,353,56,5,-1,0
108,851,54,5,-1,0
311,96,55,5,-1,0
214,398,37,5,-1,0
132,193,33,5,-1,0
358,-358,46,5,-1,0
453,539,36,5,-1,0
364,0,51,5,-1,0
136,0,40,5,-1,0
386,490,42,5,-1,0
173,0,51,5,-1,0
241,403,49,5,-1,0
224,161,48,5,-1,0
148,2558,32,5,-1,0
196,98,31,5,-1,0
111,115,55,5,-1,0
231,436,40,5,-1,0
316,831,47,5,-1,0
216,206,57,5,-1,0
240,290,41,5,-1,0
669,1,48,5,-1,0
425,57,42,5,-1,0
143,-457,30,5,-1,0
174,1387,58,5,-1,0
313,24598,45,5,-1,0
135,30,49,5,-1,0
146,1022,42,5,-1,0
152,56,53,5,-1,0
402,-2,51,5,-1,0
213,121,32,5,-1,0
144,842,41,5,-1,0
124,693,43,5,-1,0
183,-333,40,5,-1,0
325,1533,50,5,-1,0
39,46,34,5,-1,0
503,18,53,5,-1,0
95,44,45,5,-1,0
680,-100,39,5,-1,0
421,510,44,5,-1,0
174,685,55,5,-1,0
113,187,46,5,-1,0
808,66,45,5,-1,0
198,560,34,5,-1,0
195,0,36,5,-1,0
347,27,59,5,-1,0
208,12,31,5,-1,0
404,34,44,5,-1,0
396,1068,33,5,-1,0
216,211,40,5,-1,0
98,377,46,5,-1,0
350,263,48,5,-1,0
114,1263,42,6,-1,0
88,8,27,6,-1,0
379,126,48,6,-1,0
190,230,59,6,-1,0
158,841,46,6,-1,0
102,308,38,6,-1,0
306,1,43,6,-1,0
218,86,38,6,-1,0
54,157,23,6,-1,0
344,22,34,6,-1,0
195,46,38,6,-1,0
652,1293,37,6,-1,0
286,122,25,6,-1,0
189,131,48,6,-1,0
83,143,49,6,-1,0
184,393,38,6,-1,0
235,98,43,6,-1,0
290,0,33,6,-1,0
232,224,55,6,-1,0
133,757,38,6,-1,0
318,245,49,6,-1,0
260,8486,40,6,-1,0
437,350,43,6,-1,0
402,20,38,6,-1,0
85,1667,58,6,-1,0
125,345,57,6,-1,0
501,10,32,6,-1,0
1201,830,56,6,-1,1
253,29,58,6,-1,0
1030,545,60,6,-1,1
149,8730,37,6,-1,0
114,477,46,6,-1,0
243,4,27,6,-1,0
769,1205,43,6,-1,0
135,0,32,6,-1,0
231,263,40,6,-1,0
76,1,38,6,-1,0
199,283,34,6,-1,0
152,206,47,6,-1,0
124,17,42,6,-1,0
424,141,48,6,-1,0
43,16,29,6,-1,0
154,206,50,6,-1,0
203,7,52,6,-1,0
326,0,50,6,-1,0
393,0,58,6,-1,0
241,1927,46,6,-1,0
483,284,38,6,-1,0
259,1660,46,6,-1,0
227,406,32,6,-1,0
673,230,51,6,-1,0
576,-25,39,6,-1,0
180,182,48,6,-1,0
168,1169,36,6,-1,0
90,67,34,6,-1,0
505,77,40,6,-1,0
245,0,43,6,-1,0
186,55,52,6,-1,0
623,72,33,6,-1,0
496,163,49,6,-1,0
118,151,32,6,-1,0
342,113,39,6,-1,0
225,0,40,6,-1,0
185,9,38,6,-1,0
196,375,43,6,-1,0
276,1142,39,6,-1,0
76,2102,54,6,-1,0
87,4325,38,6,-1,0
195,217,40,6,-1,0
744,131,55,6,-1,0
765,1680,42,6,-1,0
262,0,39,6,-1,0
119,46,40,6,-1,0
198,320,32,6,-1,0
150,183,55,6,-1,0
241,39,45,6,-1,0
181,560,35,6,-1,0
196,469,58,6,-1,0
149,530,35,6,-1,0
246,61,49,6,-1,0
112,242,34,6,-1,0
309,139,36,6,-1,0
278,0,24,6,-1,0
140,367,34,6,-1,0
136,228,51,6,-1,0
1623,45248,39,6,-1,1
101,-84,50,6,-1,0
144,310,32,6,-1,0
238,132,42,6,-1,0
354,797,50,6,-1,0
79,71,40,6,-1,0
187,2,46,6,-1,0
451,231,37,6,-1,0
159,270,34,6,-1,0
409,274,44,6,-1,0
170,-109,40,6,-1,0
608,1,37,6,-1,1
243,-60,33,6,-1,0
145,89,35,6,-1,0
112,-11,58,6,-1,0
262,0,39,6,-1,0
124,-509,43,6,-1,0
53,408,39,6,-1,0
134,58,36,6,-1,0
204,1640,57,6,-1,0
186,20,36,6,-1,0
678,71,50,6,-1,0
182,52,55,6,-1,0
162,292,44,6,-1,0
27,424,44,6,-1,0
699,109,39,6,-1,0
43,1044,46,6,-1,0
97,983,39,6,-1,0
1677,869,34,6,-1,1
283,668,40,6,-1,0
323,964,50,6,-1,0
82,301,31,6,-1,0
310,140,37,6,-1,0
185,1877,39,6,-1,0
47,1127,51,6,-1,0
145,871,41,6,-1,0
204,767,41,6,-1,0
187,0,43,6,-1,0
30,209,30,6,-1,0
472,0,54,6,-1,0
448,110,43,6,-1,0
264,-76,59,6,-1,0
169,178,47,6,-1,0
288,-66,40,6,-1,0
176,0,32,6,-1,0
215,1,29,6,-1,0
337,0,36,6,-1,0
278,5345,55,6,-1,0
188,-209,30,6,-1,0
174,0,39,6,-1,0
226,42,39,6,-1,0
190,41,50,6,-1,0
111,-99,44,6,-1,0
164,17,37,6,-1,0
157,276,46,6,-1,0
46,-170,32,6,-1,0
374,230,37,6,-1,0
349,9,29,6,-1,0
325,946,41,6,-1,0
233,1297,45,6,-1,0
531,-331,57,6,-1,0
153,44,48,6,-1,0
80,15,60,6,-1,0
232,712,26,6,-1,0
118,5435,58,6,-1,0
190,507,34,6,-1,0
918,387,55,6,-1,1
238,0,41,6,-1,0
82,1716,50,6,-1,0
198,167,49,6,-1,0
160,40,44,6,-1,0
211,148,44,6,-1,0
120,17,31,6,-1,0
136,1011,34,6,-1,0
269,1527,46,6,-1,0
157,744,42,6,-1,0
128,484,52,6,-1,0
211,0,29,6,-1,0
267,136,53,6,-1,0
371,1335,43,6,-1,0
288,517,38,6,-1,0
221,459,46,6,-1,0
427,549,48,6,-1,0
310,83,30,6,-1,0
158,213,44,6,-1,0
604,203,31,6,-1,0
198,518,42,6,-1,0
145,3877,40,6,-1,0
247,1236,52,6,-1,0
179,756,45,6,-1,0
73,157,48,6,-1,0
263,-66,45,6,-1,0
13,245,34,6,-1,0
79,-144,34,6,-1,0
416,71,46,6,-1,0
162,505,49,6,-1,0
129,249,50,6,-1,0
150,0,34,6,-1,0
43,11,40,6,-1,0
191,639,36,6,-1,0
26,124,59,6,-1,0
250,82,45,6,-1,0
146,107,36,6,-1,0
416,473,56,6,-1,0
121,372,42,6,-1,0
114,46,30,6,-1,0
289,34,30,6,-1,0
225,935,47,6,-1,0
123,-10,33,6,-1,0
130,-106,36,6,-1,0
161,471,39,6,-1,0
149,778,56,6,-1,0
268,170,39,6,-1,0
259,315,42,6,-1,0
26,3165,52,6,-1,0
153,131,36,6,-1,0
424,204,35,6,-1,0
179,83,47,6,-1,0
97,0,59,6,-1,0
383,5431,57,6,-1,0
440,1759,38,6,-1,0
23,-125,46,6,-1,0
195,0,34,6,-1,0
1297,5090,28,6,-1,1
87,573,38,6,-1,0
427,1602,56,6,-1,0
189,-137,41,6,-1,0
195,0,52,6,-1,0
179,193,54,6,-1,0
179,195,61,6,-1,0
69,288,53,6,-1,0
105,19,47,6,-1,0
266,25,53,6,-1,0
524,216,46,6,-1,0
96,190,39,6,-1,0
155,99,56,6,-1,0
162,2298,55,6,-1,0
352,17,44,6,-1,0
76,0,37,6,-1,0
154,0,35,6,-1,0
310,840,55,6,-1,0
390,358,37,6,-1,0
369,0,30,6,-1,0
112,-325,37,6,-1,0
341,-15,36,6,-1,0
79,581,38,6,-1,0
140,4070,41,6,-1,0
315,74,48,6,-1,0
262,141,55,6,-1,0
174,89,28,6,-1,0
138,0,54,6,-1,0
526,450,30,6,-1,0
135,310,48,6,-1,0
36,0,31,6,-1,0
1906,384,38,6,-1,0
219,395,37,6,-1,0
147,-118,37,6,-1,0
407,5,56,6,-1,0
121,50,51,6,-1,0
209,285,39,6,-1,0
92,15,49,6,-1,0
208,653,51,6,-1,0
193,918,43,6,-1,0
144,243,32,6,-1,0
65,405,29,6,-1,0
339,1328,48,6,-1,0
285,255,55,6,-1,0
231,3397,53,6,-1,0
168,2106,47,6,-1,0
278,2877,39,6,-1,0
389,60,31,6,-1,0
158,2226,39,6,-1,0
145,2880,40,6,-1,0
78,-5,40,6,-1,0
142,147,48,6,-1,0
87,7,33,6,-1,0
147,109,40,6,-1,0
289,-119,59,6,-1,0
703,484,30,6,-1,1
170,1852,31,6,-1,0
802,533,35,6,-1,0
381,21,54,6,-1,0
218,2434,34,6,-1,0
57,90,32,6,-1,0
304,4246,56,6,-1,0
241,395,32,6,-1,0
230,15,42,6,-1,0
262,85,33,6,-1,0
392,-184,52,6,-1,0
201,660,52,6,-1,0
145,-183,52,6,-1,0
252,1144,30,6,-1,0
235,1,44,6,-1,0
235,69,35,6,-1,0
328,220,55,6,-1,0
116,332,33,6,-1,0
246,240,37,6,-1,0
293,0,42,6,-1,0
37,0,43,6,-1,0
132,898,38,6,-1,0
530,123,37,6,-1,0
175,252,31,6,-1,0
524,65,41,6,-1,0
29,-366,41,6,-1,0
311,209,29,6,-1,0
211,221,38,6,-1,0
312,4,44,6,-1,0
412,104,39,6,-1,0
392,312,28,6,-1,0
191,-349,33,6,-1,0
284,4,41,6,-1,0
144,-322,40,6,-1,0
328,-150,29,6,-1,0
100,1349,38,6,-1,0
226,281,32,6,-1,0
507,1259,45,6,-1,0
392,101,33,6,-1,0
684,848,34,6,-1,0
333,89,41,6,-1,0
311,140,41,6,-1,0
128,148,35,6,-1,0
322,200,40,6,-1,0
202,46,60,6,-1,0
92,201,47,6,-1,0
739,530,46,6,-1,0
273,0,31,6,-1,0
260,1,49,6,-1,0
268,43,29,6,-1,0
396,-173,31,6,-1,0
262,389,38,6,-1,0
308,215,37,6,-1,0
467,-131,35,6,-1,0
320,783,31,6,-1,0
160,0,41,6,-1,0
245,80,46,6,-1,0
189,105,40,6,-1,0
477,182,29,6,-1,0
310,82,49,6,-1,0
65,0,42,6,-1,0
196,510,54,6,-1,0
221,242,40,6,-1,0
197,244,53,6,-1,0
221,92,49,6,-1,0
64,0,40,6,-1,0
75,948,29,6,-1,0
400,23,36,6,-1,0
378,710,37,6,-1,0
118,1205,39,6,-1,0
1597,368,36,6,-1,1
346,1631,44,6,-1,0
60,6,40,6,-1,0
276,26,49,6,-1,0
152,-48,30,6,-1,0
251,2142,57,6,-1,0
390,77,24,6,-1,0
306,401,46,6,-1,0
189,21,33,6,-1,0
125,0,43,6,-1,0
234,-497,43,6,-1,0
79,369,40,6,-1,0
13,78,44,6,-1,0
283,226,35,6,-1,0
109,503,47,6,-1,0
132,372,33,6,-1,0
144,0,31,6,-1,0
121,0,40,6,-1,0
95,125,36,6,-1,0
31,4,56,6,-1,0
112,419,40,6,-1,0
87,322,41,6,-1,0
593,303,53,6,-1,0
99,607,39,6,-1,0
198,579,44,6,-1,0
285,3047,38,6,-1,0
190,83,54,6,-1,0
172,68,58,6,-1,0
213,58,52,6,-1,0
178,251,28,6,-1,0
174,688,36,6,-1,0
631,364,60,6,-1,0
176,55,42,6,-1,0
32,101,42,6,-1,0
1529,105,44,6,-1,0
254,325,51,6,-1,0
200,198,49,6,-1,0
135,209,47,6,-1,0
112,183,37,6,-1,0
314,105,34,6,-1,0
597,109,35,6,-1,0
207,376,35,6,-1,0
410,-7,40,6,-1,0
160,0,55,6,-1,0
42,143,55,6,-1,0
55,550,35,6,-1,0
155,162,57,6,-1,0
336,115,53,6,-1,0
233,512,41,6,-1,0
211,807,57,6,-1,0
88,248,45,6,-1,0
208,1211,43,6,-1,0
305,7,56,6,-1,0
206,281,31,6,-1,0
128,88,37,6,-1,0
122,32,30,6,-1,0
66,115,30,6,-1,0
66,254,54,6,-1,0
164,144,36,6,-1,0
343,383,55,6,-1,0
126,569,37,6,-1,0
59,0,38,6,-1,0
249,3754,48,6,-1,0
406,6920,55,6,-1,0
250,307,59,6,-1,0
183,-421,37,6,-1,0
190,60,33,6,-1,0
220,67,44,6,-1,0
153,402,57,6,-1,0
95,800,30,6,-1,0
191,239,42,6,-1,0
216,421,51,6,-1,0
89,161,44,7,-1,0
51,289,46,7,-1,0
169,110,29,7,-1,0
148,245,39,7,-1,0
132,0,42,7,-1,0
117,156,50,7,-1,0
275,0,42,7,-1,0
124,20,39,7,-1,0
118,92,55,7,-1,0
479,89,46,7,-1,0
285,166,42,7,-1,0
35,103,45,7,-1,0
322,-454,43,7,-1,0
202,445,42,7,-1,0
172,4,30,7,-1,0
201,1001,47,7,-1,0
216,-69,51,7,-1,0
195,42,38,7,-1,0
96,1617,57,7,-1,0
720,221,42,7,-1,0
188,210,32,7,-1,0
70,0,46,7,-1,0
141,185,29,7,-1,0
106,836,59,7,-1,0
395,301,32,7,-1,0
629,503,44,7,-1,0
502,407,40,7,-1,0
446,53,31,7,-1,0
241,2303,46,7,-1,0
131,144,43,7,-1,0
312,205,34,7,-1,0
275,305,39,7,-1,0
120,251,30,7,-1,0
333,0,56,7,-1,0
113,8,29,7,-1,0
91,139,40,7,-1,0
128,184,36,7,-1,0
200,238,37,7,-1,0
326,0,35,7,-1,0
292,0,35,7,-1,0
68,222,47,7,-1,0
215,414,31,7,-1,0
97,223,56,7,-1,0
32,197,57,7,-1,0
162,-251,36,7,-1,0
152,-139,45,7,-1,0
268,733,47,7,-1,0
104,0,29,7,-1,0
852,1,57,7,-1,0
923,97,45,7,-1,0
159,435,31,7,-1,0
953,0,31,7,-1,0
416,147,37,7,-1,0
174,3,30,7,-1,0
180,1109,58,7,-1,0
139,404,33,7,-1,0
294,981,39,7,-1,0
102,95,33,7,-1,0
124,302,34,7,-1,0
128,-290,36,7,-1,0
130,259,37,7,-1,0
143,527,35,7,-1,0
74,102,55,7,-1,0
105,872,34,7,-1,0
477,490,40,7,-1,0
158,19,42,7,-1,0
250,16,37,7,-1,0
168,386,42,7,-1,0
520,539,35,7,-1,0
171,-329,44,7,-1,0
113,-174,30,7,-1,0
254,68,45,7,-1,0
149,-532,35,7,-1,0
133,0,36,7,-1,0
293,64,49,7,-1,0
485,1415,31,7,-1,0
374,147,31,7,-1,0
425,72,39,7,-1,0
207,-196,37,7,-1,0
83,716,33,7,-1,0
228,0,37,7,-1,0
149,-246,42,7,-1,0
139,-203,56,7,-1,0
732,245,37,7,-1,1
142,342,36,7,-1,0
359,3,29,7,-1,0
112,-248,54,7,-1,0
1521,376,38,7,-1,0
216,370,43,7,-1,0
161,594,47,7,-1,0
122,387,47,7,-1,0
800,208,38,7,-1,0
615,563,40,7,-1,0
254,392,33,7,-1,0
111,165,33,7,-1,0
354,236,53,7,-1,0
359,52,37,7,-1,0
97,1265,40,7,-1,0
327,693,37,7,-1,0
236,118,35,7,-1,0
160,3659,49,7,-1,0
180,24,26,7,-1,0
184,673,38,7,-1,0
227,273,52,7,-1,0
109,327,33,7,-1,0
492,299,31,7,-1,0
298,0,32,7,-1,0
83,109,35,7,-1,0
241,552,55,7,-1,0
204,473,32,7,-1,0
131,414,37,7,-1,0
1138,154,45,7,-1,1
123,344,31,7,-1,0
125,8,38,7,-1,0
295,78,37,7,-1,0
287,266,38,7,-1,0
109,98,33,7,-1,0
140,83,38,7,-1,0
204,45,37,7,-1,0
233,8,29,7,-1,0
254,263,42,7,-1,0
184,306,40,7,-1,0
193,233,32,7,-1,0
126,447,47,7,-1,0
230,872,29,7,-1,0
591,-291,53,7,-1,1
294,309,31,7,-1,0
173,202,59,7,-1,0
336,56,29,7,-1,0
19,229,59,7,-1,0
153,143,44,7,-1,0
786,100,38,7,-1,1
99,326,49,7,-1,0
243,167,43,7,-1,0
260,545,52,7,-1,0
164,2100,40,7,-1,0
255,0,32,7,-1,0
47,192,47,7,-1,0
463,442,33,7,-1,0
192,267,35,7,-1,0
388,0,27,7,-1,0
221,377,50,7,-1,0
126,7624,44,7,-1,0
175,66,43,7,-1,0
256,37,51,7,-1,0
202,64,32,7,-1,0
104,34,47,7,-1,0
283,627,34,7,-1,0
448,1013,57,7,-1,0
127,140,43,7,-1,0
378,8823,40,7,-1,0
67,97,28,7,-1,0
221,5,38,7,-1,0
150,74,37,7,-1,0
144,58544,44,7,-1,0
296,169,41,7,-1,0
401,444,37,7,-1,0
435,542,30,7,-1,0
388,-205,32,7,-1,0
245,112,30,7,-1,0
143,39,35,7,-1,0
223,1268,55,7,-1,0
423,-98,52,7,-1,0
231,44,33,7,-1,0
634,-90,55,7,-1,0
107,0,33,7,-1,0
227,-94,40,7,-1,0
69,-345,39,7,-1,0
799,-932,54,7,-1,0
109,20,39,7,-1,0
127,90,49,7,-1,0
120,31,52,7,-1,0
68,134,27,7,-1,0
180,0,26,7,-1,0
112,61,40,7,-1,0
444,-5,47,7,-1,0
246,-45,31,7,-1,0
259,156,53,7,-1,0
223,564,31,7,-1,0
566,-6,33,7,-1,0
274,528,35,7,-1,0
49,1481,46,7,-1,0
380,2019,31,7,-1,0
138,1855,35,7,-1,0
376,147,29,7,-1,0
421,220,51,7,-1,0
121,198,33,7,-1,0
36,115,37,7,-1,0
328,87,43,7,-1,0
19,644,42,7,-1,0
866,225,28,7,-1,0
229,502,57,7,-1,0
154,-32,38,7,-1,0
56,106,39,7,-1,0
1581,301,36,7,-1,0
117,906,57,7,-1,0
185,187,44,7,-1,0
202,852,48,7,-1,0
279,143,46,7,-1,0
180,71,43,7,-1,0
218,1496,49,7,-1,0
129,703,29,7,-1,0
530,732,53,7,-1,0
104,21,30,7,-1,0
60,276,41,7,-1,0
432,0,33,7,-1,0
113,550,47,7,-1,0
516,268,58,7,-1,0
179,-825,31,7,-1,0
125,137,38,7,-1,0
386,42,60,7,-1,0
262,54,33,7,-1,0
396,1716,33,7,-1,0
294,270,52,7,-1,0
171,803,42,7,-1,0
614,102,30,7,-1,0
118,188,33,7,-1,0
485,207,46,7,-1,0
406,1466,51,7,-1,0
287,350,40,7,-1,0
216,159,50,7,-1,0
650,157,42,7,-1,0
55,0,38,7,-1,0
371,91,36,7,-1,0
166,849,37,7,-1,0
48,436,33,7,-1,0
72,-1,38,7,-1,0
55,297,52,7,-1,0
144,313,29,7,-1,0
474,310,37,7,-1,0
559,475,34,7,-1,0
261,61,43,7,-1,0
1101,1377,49,7,-1,0
236,56,33,7,-1,0
164,0,47,7,-1,0
93,73,50,7,-1,0
912,660,30,7,-1,0
179,-79,44,7,-1,0
485,558,44,7,-1,0
206,342,30,7,-1,0
311,-4,40,7,-1,0
690,225,41,7,-1,0
362,267,34,7,-1,0
274,46,53,7,-1,0
163,624,35,7,-1,0
345,1107,34,7,-1,0
329,573,39,7,-1,0
68,406,39,7,-1,0
143,220,52,7,-1,0
1062,2308,34,7,-1,0
71,139,37,7,-1,0
106,367,39,7,-1,0
688,278,52,7,-1,0
103,229,35,7,-1,0
349,1722,36,7,-1,0
78,-500,48,7,-1,0
194,308,31,7,-1,0
224,1026,43,7,-1,0
98,548,43,7,-1,0
607,356,39,7,-1,0
398,164,40,7,-1,0
103,211,58,7,-1,0
241,19,31,7,-1,0
203,108,41,7,-1,0
96,308,37,7,-1,0
238,7,44,7,-1,0
153,16,37,7,-1,0
481,867,39,7,-1,0
2177,277,41,7,-1,0
119,196,52,7,-1,0
245,365,29,7,-1,0
152,1310,60,7,-1,0
418,186,32,7,-1,0
198,148,50,7,-1,0
198,862,56,7,-1,0
374,359,48,7,-1,0
51,190,29,7,-1,0
263,4,40,7,-1,0
229,0,42,7,-1,0
154,42,34,7,-1,0
278,2605,23,7,-1,0
306,60,30,7,-1,0
114,98,51,7,-1,0
94,-181,52,7,-1,0
208,118,45,7,-1,0
169,-15,41,7,-1,0
332,671,27,7,-1,0
263,1557,50,7,-1,0
353,-20,36,7,-1,0
